Codigo;Descricao;Categoria;Armazem;Mes;Pedido;Vendedor;Unidades;Valor
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;CURITIBA;February;;;10;22999.97825
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;CURITIBA;March;;;3;7469.991075
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;CURITIBA;May;;;2;4979.99405
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;CURITIBA;June;;;5;10053.25
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;FORTALEZA;May;;;16;41092.320625
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;FORTALEZA;June;;;11;22050.11
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;MANAUS;April;;;1;3567.2
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;MANAUS;May;;;4;14274
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;MANAUS;July;;;3;0
GT1-10KT2R11004;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 10KW 220V 3 MPPT GT1-10KT2R11004;Inversor;MANAUS;August;;;304;679350
105603;INVERSOR ON-GRID MONOFASICO 4kW 220 V INVERSOR ON-GRID MONOFASICO 4kW 220V;Inversor;MANAUS;March;;;100;83830
105603;INVERSOR ON-GRID MONOFASICO 4kW 220 V INVERSOR ON-GRID MONOFASICO 4kW 220V;Inversor;MANAUS;June;;;100;97400
9140263305;INVERSOR TRIFASICO 480V ON-GRID GT3-60KQM1R12002 AFCI;Inversor;FORTALEZA;April;;;8;43764.42
9140263305;INVERSOR TRIFASICO 480V ON-GRID GT3-60KQM1R12002 AFCI;Inversor;FORTALEZA;May;;;190;1011955.670002
105652;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;January;;;90;264460
105652;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;February;;;4;19600
105652;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;March;;;58;185536
105652;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;April;;;3;12300
105652;INVERSOR ON-GRID TRIFASICO 25kW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;May;;;39;114653
9140263300;INVERSOR TRIFASICO 220V ON-GRID GT3-15KTL1R12002 AFCI;Inversor;FORTALEZA;March;;;96;413246.73
9140263300;INVERSOR TRIFASICO 220V ON-GRID GT3-15KTL1R12002 AFCI;Inversor;FORTALEZA;April;;;92;388765.6599984
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;CURITIBA;February;;;6;8699.9703
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;CURITIBA;March;;;10;15374.295625
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;CURITIBA;April;;;47;71799.92065
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;CURITIBA;May;;;40;61955.0163989025
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;CURITIBA;June;;;29;39769.86
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;FORTALEZA;May;;;18;30414.160825
GT1-6KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 6KW 220V 2 MPPT GT1-6KD2R11008;Inversor;MANAUS;August;;;26;42900
105649;INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;January;;;40;101640
105649;INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;February;;;4;17200
105649;INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;March;;;32;92820
105649;INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;May;;;56;140728
105649;INVERSOR ON-GRID TRIFASICO 15kW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;June;;;42;107619.02
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;CURITIBA;January;;;22;31899.8911
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;CURITIBA;February;;;15;19499.995875
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;CURITIBA;March;;;14;19600.05495
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;CURITIBA;May;;;9;12600.035325
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;FORTALEZA;January;;;5;8000
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;FORTALEZA;February;;;5;7215.47
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;FORTALEZA;April;;;15;20954.800005
GT1-5KD2R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID MONOFASICO 5KW 220V 2 MPPT GT1-5KD2R11008;Inversor;MANAUS;August;;;75;116250
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;CURITIBA;January;;;10;23910.0033
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;CURITIBA;April;;;40;123962.8
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;CURITIBA;June;;;4;13849.66
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;FORTALEZA;February;;;1;4027.53
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;FORTALEZA;April;;;2;7199.9951
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;FORTALEZA;May;;;5;22500.00115
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;FORTALEZA;July;;;30;0
GT3-25KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 25KW 380V 2 MPPT GT3-25KD1R11008;Inversor;MANAUS;August;;;60;195384
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;CURITIBA;January;;;10;17740.000975
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;CURITIBA;April;;;10;27491.75
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;CURITIBA;June;;;5;16249.06
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;FORTALEZA;January;;;8;24599.9796
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;FORTALEZA;February;;;2;7145.77
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;FORTALEZA;May;;;7;22304.459575
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;FORTALEZA;June;;;0;156.89
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;July;;;10;0
GT3-15KD1R11008;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 15KW 380V 2 MPPT GT3-15KD1R11008;Inversor;MANAUS;August;;;81;223125
9122001334;INVERSOR SENOIDAL ZTROON ZT1000-12 12VCC / 220VCA;Inversor;FORTALEZA;April;;;65;76935.308408
9122001334;INVERSOR SENOIDAL ZTROON ZT1000-12 12VCC / 220VCA;Inversor;FORTALEZA;June;;;43;46374.2
9122001334;INVERSOR SENOIDAL ZTROON ZT1000-12 12VCC / 220VCA;Inversor;FORTALEZA;August;;;4;4734.46135
104926;INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;Inversor;MANAUS;February;;;4;18400
104926;INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;Inversor;MANAUS;March;;;23;67000
104926;INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;Inversor;MANAUS;May;;;47;132025
104926;INVERSOR ON-GRID TRIFASICO 20kW 380V 2 MPPT GT3-20KD1R11008;Inversor;MANAUS;June;;;26;75937.06
9140263303;INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1R12002 AFCI;Inversor;FORTALEZA;April;;;85;434723.1800035
GT3-50KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 50KW 380V 4 MPPT GT3-50KQ1R11002;Inversor;CURITIBA;April;;;16;87973.6
GT3-50KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 50KW 380V 4 MPPT GT3-50KQ1R11002;Inversor;CURITIBA;June;;;7;54294.66
GT3-50KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 50KW 380V 4 MPPT GT3-50KQ1R11002;Inversor;CURITIBA;July;;;40;0
GT3-50KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 50KW 380V 4 MPPT GT3-50KQ1R11002;Inversor;FORTALEZA;June;;;0;155.98
9140263301;INVERSOR TRIFASICO 220V ON-GRID GT-20KTL1R12002 AFCI;Inversor;FORTALEZA;March;;;58;269233.9199998
9191270829;INVERSOR 12VCC / 220VCA 500W;Inversor;FORTALEZA;January;;;21;24856.08
9191270829;INVERSOR 12VCC / 220VCA 500W;Inversor;FORTALEZA;February;;;3;3550.87
9191270829;INVERSOR 12VCC / 220VCA 500W;Inversor;FORTALEZA;March;;;20;23113.67
9191270829;INVERSOR 12VCC / 220VCA 500W;Inversor;FORTALEZA;April;;;10;11836.159082
91402LK009;INVERSOR ON-GRID TRIFASICO 60KW - GT3-60KQM1R12002.;Inversor;CURITIBA;June;;;50;373565.44
9140263302;INVERSOR TRIFASICO 220V ON-GRID GT3-25KQL1R12002 AFCI;Inversor;FORTALEZA;March;;;44;218812.4299992
91402LK008;INVERSOR ON-GRID TRIFASICO 60KW - GT3-60KL11R12002.;Inversor;CURITIBA;June;;;44;535230.98
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;CURITIBA;January;;;10;32039.99795
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;CURITIBA;July;;;10;0
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;FORTALEZA;January;;;10;53999.96325
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;FORTALEZA;April;;;8;22315.4550998
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;FORTALEZA;May;;;2;10800.003625
GT3-30KT1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 30KW 380V 3 MPPT GT3-30KT1R11002;Inversor;FORTALEZA;June;;;0;285.16
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;CURITIBA;January;;;10;19280.002
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;CURITIBA;June;;;11;38866.74
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;FORTALEZA;February;;;2;7538.71
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;FORTALEZA;May;;;7;27554.25205
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;FORTALEZA;June;;;0;157.93
GT3-20KD1R11008;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT3-20KD1R11008;Inversor;MANAUS;August;;;2;3814
GT3-20KD1R11001;INVERSOR FOTOVOLTAICO MODELO GT3 -20KD1;Inversor;FORTALEZA;July;;;30;0
9120692066;INVERSOR ON-GRID LIVOLTEK GT1-3K6D1;Inversor;FORTALEZA;April;;;25;24217.73
GT3-15KD1R11001;INVERSOR FOTOVOLTAICO MODELO GT3-15KD1;Inversor;FORTALEZA;April;;;25;82475.25
91402LK007;INVERSOR ON-GRID TRIFASICO 30KW - GT3-30KQL1R12002.;Inversor;CURITIBA;June;;;24;168325.51
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;January;;;2;6906.1
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;February;;;3;10359.15
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;March;;;1;3453.05
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;April;;;7;24171.2976365
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;June;;;1;3146.29
9191270832;INVERSOR  24VCC / 220VCA 2000W;Inversor;FORTALEZA;August;;;7;24171.350975
GT3-60KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 60KW 380V 4 MPPT GT3-60KQ1R11002;Inversor;CURITIBA;July;;;20;0
GT3-60KQ1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 60KW 380V 4 MPPT GT3-60KQ1R11002;Inversor;FORTALEZA;August;;;1;6167.7305
91402LK010;INVERSOR ON-GRID TRIFASICO 20KW - GT3-20KTL1R11002.;Inversor;CURITIBA;July;;;20;0
GT3-15KTL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-15KTL1 AFCI;Inversor;MANAUS;March;;;20;60020.08
GT3-25KD1R11001;INVERSOR ON-GRID LIVOLTEK GT3-25KD1;Inversor;FORTALEZA;April;;;18;70178.94
GT1-5KD1R11001;INVERSOR ON-GRID LIVOLTEK GT1-5KD1;Inversor;MANAUS;July;;;17;0
91402LK012;INVERSOR ON-GRID MONOFASICO 10KW  - GT1-10KT2R11004.;Inversor;CURITIBA;July;;;16;0
GT3-20KTL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI;Inversor;CURITIBA;January;;;1;6800
GT3-20KTL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI;Inversor;CURITIBA;February;;;4;27200
GT3-20KTL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI;Inversor;MANAUS;March;;;10;34310.045
GT3-20KTL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI;Inversor;MANAUS;May;;;1;7192.7955
GT3-125K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 125KW 380V 10 MPPT GT3-125K-1R11002;Inversor;CURITIBA;June;;;2;23356.04
GT3-125K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 125KW 380V 10 MPPT GT3-125K-1R11002;Inversor;FORTALEZA;April;;;10;109167.2
GT3-125K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 125KW 380V 10 MPPT GT3-125K-1R11002;Inversor;FORTALEZA;June;;;0;129.36
GT3-125K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 125KW 380V 10 MPPT GT3-125K-1R11002;Inversor;FORTALEZA;July;;;1;0
GT3-125K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 125KW 380V 10 MPPT GT3-125K-1R11002;Inversor;MANAUS;February;;;2;64094.3951
GT3-100K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 100KW 380V 10 MPPT GT3-100K-1R11002;Inversor;CURITIBA;June;;;10;111702.8
GT3-100K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 100KW 380V 10 MPPT GT3-100K-1R11002;Inversor;FORTALEZA;April;;;2;20783.76
GT3-100K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 100KW 380V 10 MPPT GT3-100K-1R11002;Inversor;FORTALEZA;June;;;0;129.36
GT3-100K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 100KW 380V 10 MPPT GT3-100K-1R11002;Inversor;MANAUS;May;;;1;25731.1948
GT3-100K-1R11002;INVERSOR FOTOVOLTAICO, INVERSOR ON-GRID TRIFASICO 100KW 380V 10 MPPT GT3-100K-1R11002;Inversor;MANAUS;July;;;1;0
91402LK013;INVERSOR ON-GRID MONOFASICO 8KW  - GT1-8KT2R11004.;Inversor;CURITIBA;July;;;12;0
GT3-15KDL1R11002;INVERSOR ON-GRID TRIFASICO 15KW 220V 2 MPPT AFCI - GT3-15KDL1-2;Inversor;CURITIBA;January;;;10;30179.99885
9140263400;INVERSORES PARA SISTEMAS FOTOVOLTAICOS 220/230/240V AC, 8KW, IEC, WITH WI-FI/AFCI ON-GRID GT1-8KT2R11004;Inversor;CURITIBA;June;;;8;15191.58
GT3-30KQL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1 AFCI;Inversor;CURITIBA;January;;;2;16999.98
GT3-30KQL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1 AFCI;Inversor;CURITIBA;February;;;4;33999.968
GT3-30KQL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-30KQL1 AFCI;Inversor;CURITIBA;July;;;2;0
GT3-37K5Q1R11002;INVERSOR TRIFASICO 380V ON-GRID GT3-37K5Q AFCI;Inversor;CURITIBA;March;;;2;14599.9986
GT3-37K5Q1R11002;INVERSOR TRIFASICO 380V ON-GRID GT3-37K5Q AFCI;Inversor;FORTALEZA;May;;;5;30999.995975
283438;GT1-6KD2R11008   INVERSOR ON-GRID MONOFÁSICO 6kW 220V 2 MPPT GT1-6KD2R11008;Inversor;MANAUS;January;;;5;10000
AC1-AIOR11001;CAIXA DE ALUMINIO FUNDIDO PARA ALOCACAO DE BATERIAS DE LITIO PARA USO EM INVERSORES FOTOVOLTAICOS;Inversor;FORTALEZA;March;;;5;1584.6
GT1-10KT211004;INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT1 -10KT2R11004;Inversor;CURITIBA;May;;;5;11705.002125
GT3-37K5T1R11002;INVERSOR ON-GRID TRIFASICO 37,5KW 380V 3 MPPT AFCI - GT3-37K5T1;Inversor;FORTALEZA;January;;;5;30999.985
HP1-7K5S2MR11001;INVERSORES PARA SISTEMAS FOTOVOLTAICOS HIBRIDO MONOFASICO 7,5KW 220V 2 MPPT AFCI - HP1-7K5S2M;Inversor;FORTALEZA;April;;;5;18244.53
283437;GT1-5KD2R11008   INVERSOR ON-GRID MONOFÁSICO 5kW 220V 2 MPPT GT1-5KD2R11008;Inversor;MANAUS;January;;;4;7200
GT3-75K-11R11002;INVERSOR ON-GRID TRIFASICO 75KW 380V 6 MPPT AFCI - GT3-75K-11-2;Inversor;CURITIBA;January;;;1;12836.51365
GT3-75K-11R11002;INVERSOR ON-GRID TRIFASICO 75KW 380V 6 MPPT AFCI - GT3-75K-11-2;Inversor;CURITIBA;April;;;3;29241.2300001
GT3-75K-11R11002;INVERSOR ON-GRID TRIFASICO 75KW 380V 6 MPPT AFCI - GT3-75K-11-2;Inversor;FORTALEZA;June;;;0;121.77
9140263306;LIVOLTEK, GRID-TIED INVERTER, R110,  380VAC, 40.0KW, IEC, WITH WI-FI/AFCI GT3-40KQ1R11002;Inversor;CURITIBA;June;;;2;14358.89
GT3-25KQL1R11002;INVERSOR TRIFASICO 220V ON-GRID GT3-25KQL1 AFCI;Inversor;FORTALEZA;February;;;1;7799.99
